video_url,video_title,channel_url,channel_name
https://www.youtube.com/watch?v=RERyFXXHjsU,Roguelike VS. Roguelite - The SIMPLEST Explanation - YouTube,https://www.youtube.com/@doriantheexplorian,Dorian The Explorian
https://www.youtube.com/watch?v=8JhnlA58r6o,"If I Die, the Roguelike Switches - YouTube",https://www.youtube.com/@eggstew,eggstew
https://www.youtube.com/watch?v=1Map-ao8Hck,15 Best Roguelite Games That Will Keep You HOOKED for Hours - YouTube,https://www.youtube.com/@bigdan_rf,BigDan RF
https://www.youtube.com/watch?v=hGBziVdX7D0,Top 20 BEST New Roguelike/Roguelite Games You Should Play in Late 2025 - YouTube,https://www.youtube.com/@Exvarghra,Exvarghra GameLog
https://www.youtube.com/watch?v=1ZGM_kbnabY,The ONLY Overwhelmingly Positive Deckbuilding Roguelikes - YouTube,https://www.youtube.com/@OlexaYT,Olexa
https://www.youtube.com/watch?v=UG_T3S6-qUw,What Makes A Good DECK BUILDING Roguelike? - YouTube,https://www.youtube.com/@PepperHeadGaming,PepperHead
https://www.youtube.com/watch?v=URqKOqrhyF8,New Roguelike Deckbuilder From Creator of GWENT! - YouTube,https://www.youtube.com/@Retromation,Retromation
https://www.youtube.com/watch?v=dnMdGPiM4zw,I Turned a Roguelite into a Board Game - YouTube,https://www.youtube.com/@Goodgis,Goodgis
https://www.youtube.com/watch?v=z2IWzShH9ec,How to Play Regicide: A CHALLENGING Dungeon Crawl Card Game! - YouTube,https://www.youtube.com/@riffleshuffleandroll,Riffle Shuffle & Roll
https://www.youtube.com/watch?v=u536mvrL_kQ,The Best Roguelike Games - YouTube,https://www.youtube.com/@IGN,IGN
https://www.youtube.com/watch?v=BkLxgm65o-c,My Top 10 Roguelites of All Time - YouTube,https://www.youtube.com/@Burr_,Burr
https://www.youtube.com/watch?v=uaVUpYylKME,Ranking the 75 BEST Roguelike Games that Ever Existed! | Haelian - YouTube,https://www.youtube.com/@Haelian,Haelian
https://www.youtube.com/watch?v=Nh40S6a_ms0,Northernlion reviews Dan's HORRENDOUS Roguelike Tier List - YouTube,https://www.youtube.com/@TheLibraryofLetourneau,The Library of Letourneau
https://www.youtube.com/watch?v=ZKJAluoFV98,Ranking Every Action Roguelike Game I've Played (40+ Games Tier List) - YouTube,https://www.youtube.com/@Veedotme,Veedotme
https://www.youtube.com/watch?v=fT2tJUbP8UU,Top 25 AMAZING Action Roguelike of All Time That You Should Play 2025 Edition - YouTube,https://www.youtube.com/@ActionGameStation,Action Game Station
https://www.youtube.com/watch?v=Z40_d2g6jBw,Top 10 Best Roguelike/Roguelite Games Android / iOS That You Should Play | 2025 Edition - YouTube,https://www.youtube.com/@WMTube,WM Tube
https://www.youtube.com/watch?v=BYynkDmJwP4,10 Best Turn Based Roguelike Games 2025 - YouTube,https://www.youtube.com/@GamesPuff,Games Puff
https://www.youtube.com/watch?v=y9uGYFklBqg,The FNAF Game That Is A ROGUELIKE - YouTube,https://www.youtube.com/@DxtrWhite,Dxtr White
https://www.youtube.com/watch?v=O3zmfntbSr8,ATOMFALL - A New Survival-Action Game Set In Post-Apocalyptic Britain (Walkthrough Gameplay Part 1) - YouTube,https://www.youtube.com/@theRadBrad,theRadBrad
https://www.youtube.com/watch?v=mOEwywVX4dU,How To Fail At Making A Platformer - YouTube,https://www.youtube.com/@Artindi,Artindi
https://www.youtube.com/watch?v=4BRo_E8LnHA,What Does It Mean To Be A Metroidvania? - YouTube,https://www.youtube.com/@ArchitectofGames,Adam Millard - The Architect of Games
https://www.youtube.com/watch?v=BJ6Mlamar5k,18 Best ROGUELIKE Games You Absolutely Must Play! - YouTube,https://www.youtube.com/@gamewiseYT,gamewise
https://www.youtube.com/watch?v=zqNmUEais7w,Is It Possible To Beat A Roguelike On Your First Try? - YouTube,https://www.youtube.com/@Fridgearc,Fridgearc
https://www.youtube.com/watch?v=rr7RrpSvdCw,Influencer Ariel 30s 16_9 - YouTube,https://www.youtube.com/@fiverr,Fiverr
https://www.youtube.com/watch?v=J1XzjO8AHSw,Genesis Signature Event - YouTube,https://www.youtube.com/@GenesisUSA,Genesis USA
